time	Mslp	P5_f	P5_u	P5_v	P5_z	P5th	P5zh	P8_f	P8_u	P8_v	P8_z	P8th	P8zh	P500	P850	P_f	P_u	P_v	P_z	P_th	P_zh	R500	R850	Rhum	Shum	Temp	precipitation	clazz
1974-08-30	-1.279	-0.749	-0.412	-0.564	0.928	96.74	0.299	1.186	1.017	-2.063	-0.425	143.34	1.815	-0.465	-1.648	-0.133	1.371	-1.395	-1.516	155.67	1.303	0.024	-1.284	-2.198	0.17	0.869	0	-1
1974-08-31	-1.459	-0.693	-0.435	0.678	0.443	63.81	-0.605	-0.205	0.638	-0.66	-0.166	113.34	0.552	-0.319	-1.8	-0.931	1.203	-0.589	-0.632	137.41	0.583	1.885	-0.837	-2.198	0.385	0.989	0	-1
1974-09-01	-1.735	-0.524	-0.228	0.134	0.575	79.59	-0.153	-0.532	0.449	0.152	0.454	65.38	0.131	-0.368	-2.136	-1.374	1.092	0.136	0.077	76.01	-0.017	1.472	-0.124	-0.951	0.761	0.964	7.9	1
1974-09-02	-1.754	-1.201	-0.778	-0.176	-0.261	82.29	0.299	-1.023	0.069	0.078	1.074	50.2	0.131	-0.017	-1.999	-1.308	0.662	-0.267	1.415	224.86	0.133	0.396	0.546	0.457	1.095	1.018	64.8	1
1974-09-03	-1.469	-1.173	-1.19	-1.108	0.179	215.93	0.752	-0.859	-0.436	-0.439	0.764	237.19	0.552	0.226	-1.617	-0.875	0.411	-0.635	0.749	219.9	0.373	-0.112	0.89	0.781	1.047	0.953	2.9	1
1974-09-04	-1.183	-0.947	-1.259	-1.651	-0.305	213.33	1.204	-0.368	-0.373	-0.956	0.04	211.92	0.973	0.489	-1.159	-0.804	0.571	-0.803	0.171	206.76	0.403	-0.289	-0.244	-0.813	0.745	1.006	0	-1
1974-09-05	-1.113	-0.834	-1.007	-2.195	-0.35	178.18	1.656	0.123	0.385	-1.398	-0.373	145.22	0.973	0.528	-1.083	-0.636	0.795	-1.043	0.06	186.35	0.673	0.213	-0.743	-0.859	0.532	0.929	0	-1
1974-09-06	-1.169	-0.354	-0.801	-3.437	2.469	166.46	3.013	2.25	1.776	-2.505	1.177	136.84	2.236	0.187	-1.266	0.096	1.569	-1.492	-0.34	148.95	1.423	0.709	-0.725	-1.229	0.708	0.995	0.2	1
1974-09-07	-0.981	-0.749	-0.732	-2.04	1.941	145.87	1.656	1.923	1.902	-1.841	1.849	126.32	1.815	0.246	-1.098	-0.179	1.755	-0.834	-1.019	131.67	1.333	0.698	0.108	-0.582	0.784	0.967	0	-1
1974-09-08	-0.739	-1.032	-0.892	-1.496	-0.041	156.22	1.656	0.614	0.449	-1.694	0.712	155.88	1.815	0.694	-0.625	-0.682	0.929	-0.844	-0.414	171.68	1.183	-0.413	-0.889	-0.836	0.665	0.912	0	-1
1974-09-09	-0.662	-1.003	-1.305	-1.341	-0.305	223.02	1.204	-0.696	-0.499	-0.734	1.384	214.17	0.552	0.85	-0.609	-0.392	0.011	-0.778	0.605	232.84	0.733	-1.122	-0.588	-0.189	0.719	0.758	0	-1
1974-09-10	-0.697	-1.06	-1.213	-1.418	0.223	209.15	1.204	-0.941	-0.563	-0.365	0.764	244.5	0.131	0.762	-0.594	-0.713	0.132	-0.436	-0.141	242.6	0.493	-0.986	0.091	-0.42	0.709	0.878	0	-1
1974-09-11	-0.694	-1.173	-1.213	-1.03	-0.614	220.88	0.752	-0.696	-0.752	-0.291	0.609	256.04	0.131	0.869	-0.457	-0.931	0.262	-0.242	0.285	248.44	0.313	0.03	-0.236	0.18	0.825	0.847	0	-1
1974-09-12	-0.501	-1.144	-1.282	-0.875	-0.394	236.08	1.204	-0.532	-0.879	-0.365	-0.373	257.76	0.552	1.045	0.017	-1.064	0.312	0.024	-0.259	267.47	0.133	-0.154	-0.433	0.111	0.936	0.917	0	-1
1974-09-13	-0.641	-0.862	-1.465	-1.418	0.399	234.59	1.204	-0.123	-1.131	-0.513	0.402	250.46	0.552	0.918	-0.289	-0.87	0.197	-0.175	-0.508	250.22	0.223	-0.047	-0.167	0.504	1.024	0.948	0	-1
1974-09-14	-0.734	-0.947	-1.419	-1.108	-0.305	239.23	0.752	0.123	-1.321	-0.513	0.609	255.95	0.552	0.811	-0.472	-0.591	-0.035	0.126	0.003	273.12	0.163	-0.319	0.297	0.688	1.052	0.867	0	-1
1974-09-15	-0.479	-1.257	-1.167	-0.875	0.003	222.19	0.752	0.123	-1.321	-0.365	0.04	260.64	0.552	0.782	-0.121	-0.006	-0.477	0.019	0.648	270.64	0.013	-0.508	0.856	0.365	0.749	0.848	0.9	1
1974-09-16	-0.166	-1.314	-1.167	-0.564	-0.834	246.09	0.299	-1.105	-0.31	-0.144	-0.528	222.91	0.131	1.191	0.49	-0.687	0.041	0.182	0.931	278.52	-0.197	-0.165	0.529	-0.72	0.63	0.845	0.6	1
1974-09-17	0.111	-1.144	-0.801	0.212	-0.438	55.75	-0.153	-0.941	0.069	-0.07	-0.683	60.13	0.131	1.259	0.933	-0.728	0.117	0.447	0.464	293.1	-0.287	-0.372	1.388	-0.189	0.748	0.812	45.8	1
1974-09-18	0.054	-1.088	-0.686	-0.254	-0.085	87.75	0.299	-0.941	-0.499	-0.217	-0.218	254.84	0.552	0.869	0.643	-0.321	-0.245	0.136	0.541	274.12	0.133	0.502	1.303	0.411	0.615	0.679	0	-1
1974-09-19	-0.007	-1.032	-0.641	-0.409	-0.834	93.49	0.299	-0.532	-0.815	-0.439	-0.115	247.57	0.552	0.723	0.429	0.045	-0.519	-0.007	0.934	268.98	0.283	1.265	0.753	-0.628	0.439	0.703	2.7	1
1974-09-20	0.03	-1.088	-0.686	-0.409	-1.318	91.97	0.299	-0.532	-0.815	-0.365	-0.425	255.95	0.131	0.898	0.536	-0.067	-0.435	0.08	0.413	271.47	0.163	0.502	0.392	-0.882	0.466	0.778	0	-1
1974-09-21	-0.004	-1.032	-0.686	0.212	-1.142	65.74	-0.153	-1.023	-0.436	0.078	-0.373	306.56	0.131	1.015	0.643	-0.916	0.22	0.09	0.779	273.28	0.163	0.172	0.615	-0.582	0.622	0.817	2.9	1
1974-09-22	0.091	-1.06	-0.686	0.134	-1.054	66.12	-0.153	-0.941	-0.436	0.152	-0.166	312.08	0.131	1.23	0.826	-0.886	0.22	-0.038	0.951	267.22	0.253	0.053	0.048	0.619	0.762	0.783	0	-1
1974-09-23	-0.004	-1.201	-0.824	0.134	-1.186	57.39	-0.153	-0.614	-0.815	-0.144	-0.27	268.5	0.552	1.278	0.734	-0.54	-0.077	0.064	-0.044	270.83	0.283	-0.124	-0.236	0.55	0.906	0.833	0	-1
1974-09-24	-0.371	-1.173	-0.847	0.29	-1.098	43.03	-0.153	0.286	-1.447	0.152	0.66	281.6	0.131	0.869	0.093	0.37	-0.744	-0.007	1.146	269.36	0.133	-0.006	0.177	1.104	0.875	0.756	0	-1
1974-09-25	-0.469	-1.144	-0.87	0.367	-1.098	40.17	-0.605	0.614	-1.574	0.594	1.074	293.48	-0.711	0.626	-0.105	0.268	-0.603	0.202	2.023	277.67	-0.227	0.691	0.4	1.312	0.895	0.772	0	-1
1974-09-26	-0.448	-1.173	-1.121	0.523	-1.098	338.8	-0.605	0.368	-1.005	1.037	0.247	320.9	-1.132	0.811	-0.014	-0.057	-0.256	0.764	0.833	298.35	-0.767	0.656	-0.347	0.665	0.944	0.85	0	-1
1974-09-27	-0.752	-0.721	-1.419	1.299	1.016	319.68	-1.51	1.105	-1.447	1.554	1.177	318.54	-1.553	0.538	-0.38	0.696	-0.588	1.478	1.68	307.73	-1.367	1.158	-0.261	0.527	1.065	0.923	3.3	1
1974-09-28	-1.244	-0.975	-1.19	0.911	3.526	317.22	-1.058	1.514	-1.51	1.997	2.727	322.03	-1.975	-0.193	-1.174	0.873	-0.37	1.979	3.495	317.57	-1.577	1.755	0.142	0.342	1.088	0.928	35.2	1
1974-09-29	-1.193	-1.229	-0.892	-0.176	1.809	86.5	0.299	0.695	-0.815	1.628	3.089	337.44	-1.553	0.168	-1.052	0.385	0.266	2.04	3.428	336.53	-1.547	0.573	0.675	0.504	1.056	0.91	11.8	1
1974-09-30	-0.673	-1.37	-0.961	-0.487	0.84	106.93	0.299	-0.205	0.069	0.89	1.642	19.03	-0.711	0.723	-0.304	-0.647	0.845	1.116	1.223	187.71	-1.067	0.183	1.122	0.457	1.009	0.923	0.9	1
1974-10-01	-0.606	-1.173	-0.801	-0.72	0.707	116.55	0.752	-0.368	0.385	0.521	0.402	47.06	-0.29	0.743	-0.166	-0.825	1.241	0.764	0.346	40.18	-0.677	0.325	0.821	0.504	1.05	0.891	0	-1
1974-10-02	-0.545	-1.37	-1.144	-0.487	0.443	253.25	0.752	-0.614	0.385	0.078	-0.27	70.39	0.131	0.879	0.032	-1.201	1.157	0.371	0.423	54.77	-0.197	0.863	0.469	1.081	1.061	0.851	0	-1
1974-10-03	-0.516	-1.342	-1.121	-0.021	-1.142	318.62	0.299	-0.941	0.196	0.078	-0.425	62.48	0.131	0.889	0.017	-1.353	1.062	0.218	0.581	62.37	-0.197	0.195	0.839	1.266	0.91	0.79	55.3	1
1974-10-04	-0.285	-1.37	-1.007	-0.021	-0.085	180	-0.153	-0.859	0.069	0.225	-0.27	42.75	-0.29	0.772	0.246	-1.541	0.7	0.116	0.148	306.13	-0.077	-0.331	0.546	0.203	0.67	0.759	11	1
1974-10-05	0.002	-1.116	-0.709	-0.254	-0.305	87.14	0.299	-1.187	-0.247	-0.217	0.195	186.73	0.131	0.986	0.643	-0.875	0.174	-0.038	0.864	265.83	0.103	-0.177	0.237	0.18	0.594	0.687	0.2	1
1974-10-06	0.211	-1.286	-0.847	-0.487	-0.526	100.82	0.299	-0.696	-0.752	-0.217	0.04	262.92	0.131	1.259	0.948	-0.286	-0.268	0.141	0.937	274.38	-0.077	0.106	0.375	-0.282	0.547	0.739	0	-1
1974-10-07	0.068	-1.257	-0.824	-0.254	-0.746	86.85	0.299	-1.187	-0.373	-0.144	-0.631	270	0.131	1.317	0.795	-1.074	0.361	0.228	0.383	284.23	-0.197	0.467	0.28	0.365	0.625	0.654	0	-1
1974-10-08	-0.014	-1.286	-0.847	-0.409	-0.57	93.5	0.299	-0.532	-0.815	0.078	0.247	286.75	0.131	1.191	0.658	-0.606	-0.005	0.264	0.702	281.26	0.013	0.621	0.254	0.619	0.732	0.699	0	-1
1974-10-09	-0.046	-1.257	-0.847	-0.098	-0.878	66.16	0.299	1.105	-2.142	-0.144	0.35	269.94	0.552	0.908	0.398	1.438	-1.528	-0.523	0.618	260	0.823	0.869	0.812	0.319	0.584	0.654	4	1
1974-10-10	-0.4	-0.862	-1.534	-0.098	-1.407	277.15	0.299	3.068	-3.659	-0.07	-0.89	271.08	0.131	0.411	-0.304	2.897	-2.626	-0.517	-0.185	263.35	0.643	0.822	1.268	0.111	0.528	0.549	1.4	1
1974-10-11	-1.113	-0.467	-1.694	1.377	-1.23	307.8	-1.962	3.068	-3.596	0.742	-0.373	283.5	-1.132	0.187	-1.235	2.76	-2.523	-0.135	0.605	269.01	-0.077	1.164	1.199	0.85	0.977	0.7	45	1
1974-10-12	-1.113	-0.693	-1.465	1.299	-1.759	319.91	-1.962	2.25	-2.774	1.259	-0.063	296.19	-1.553	0.372	-1.159	1.443	-1.509	0.289	1.976	278.21	-0.617	0.898	1.603	1.912	1.051	0.665	6.7	1
1974-10-13	-0.327	-1.37	-0.961	-0.021	-0.57	35.16	-0.153	0.123	-1.384	-0.07	0.505	273.31	0.131	1.113	0.063	0.635	-0.949	-0.221	1.109	264.11	0.283	1.371	1.259	2.236	0.911	0.609	0	-1
1974-10-14	-0.181	-1.229	-1.236	-0.176	-0.614	282.56	0.299	0.368	-1.51	-0.439	0.764	261.08	0.131	1.015	0.276	0.792	-1.029	-0.471	1.425	258.68	0.463	1.265	1.586	1.751	0.834	0.587	29.8	1
1974-10-15	-0.237	-1.286	-1.144	0.212	-0.658	325.01	-0.153	0.532	-1.7	0.004	0.247	275.91	0.131	0.801	0.139	0.94	-1.167	-0.308	0.897	263.38	0.343	1.413	1.225	1.427	0.68	0.593	11.8	1
1974-10-16	-0.115	-0.89	-1.419	0.678	-1.318	307.38	-1.058	1.596	-2.395	0.742	-1.613	289.33	-1.132	0.976	0.429	1.077	-1.262	0.483	0.138	279.52	-0.437	0.946	0.383	0.55	0.713	0.692	1.1	1
1974-10-17	-0.227	-0.608	-1.396	1.765	-0.922	331.88	-2.415	1.596	-1.89	1.775	-1.148	314.53	-2.396	1.064	0.383	0.624	-0.58	1.504	-0.115	308.59	-1.607	0.952	1.122	0.249	0.962	0.859	3.5	1
1974-10-18	-0.452	-0.834	-1.03	1.454	-0.922	180.95	-1.962	-0.205	-0.436	0.963	-0.166	346.1	-1.132	0.859	0.063	-0.489	0.251	1.014	0.8	320.46	-1.037	0.461	0.194	-0.582	0.885	0.815	3.6	1
1974-10-19	-0.084	-1.116	-1.144	0.678	-0.79	340.05	-1.058	-0.532	-0.879	-0.144	0.247	270	0.131	1.035	0.444	0.075	-0.488	-0.482	0.759	253.18	0.553	0.183	0.392	0.919	0.715	0.575	4.8	1
1974-10-20	0.071	-0.862	-1.007	1.454	-0.526	3.59	-1.51	0.368	-1.51	0.152	0.867	279.75	-0.29	1.171	0.643	0.497	-0.835	-0.14	1.754	266.78	0.373	0.922	1.165	1.312	0.76	0.6	0.8	1
1974-10-21	-0.264	-1.032	-0.87	0.911	-1.451	21.87	-1.058	0.041	-1.258	0.152	0.867	284.44	-0.29	0.986	0.307	0.34	-0.709	-0.129	1.445	266.97	0.403	0.762	-0.219	1.035	0.865	0.662	3.7	1
1974-10-22	-0.11	-1.229	-0.824	-0.098	-0.79	73.79	-0.153	1.105	-2.079	-0.586	0.402	259	0.973	0.431	-0.075	1.86	-1.746	-1.104	-0.188	251.58	1.303	1.353	1.165	1.404	0.15	0.149	2.5	1
1974-10-23	0.187	-1.286	-1.076	0.29	-1.054	339.44	-0.153	1.596	-2.458	-0.07	0.144	272.41	0.131	0.519	0.017	2.699	-2.45	-0.808	-1.022	259.13	0.583	2.068	0.89	-0.305	-0.058	0.081	0	-1
1974-10-24	-0.007	-1.229	-1.19	0.134	-0.614	315.16	-0.153	1.105	-2.079	0.373	0.247	283.11	-0.711	0.801	0.215	1.209	-1.388	0.141	0.786	272.63	-0.137	0.828	1.423	0.665	0.449	0.382	1	1
1974-10-25	-0.068	-1.399	-1.099	-0.254	-0.35	281.91	0.299	0.204	-1.447	-0.291	-0.011	265.56	0.131	1.045	0.429	0.721	-1.022	0.151	0.823	272.75	0.133	0.579	1.182	1.127	0.626	0.531	9.5	1
1974-10-26	-0.203	-1.144	-1.328	-0.487	-0.394	261.29	0.752	0.941	-1.953	-0.586	-0.115	257.84	0.973	0.957	0.063	1.041	-1.22	-0.548	0.232	257.75	0.853	-1.293	-0.047	0.042	0.41	0.469	0	-1
1974-10-27	-0.391	-0.552	-1.808	-0.564	-2.155	264.42	0.752	2.741	-3.406	-0.513	-1.045	264.61	0.973	0.811	-0.212	2.409	-2.21	-0.921	-0.441	256.76	1.093	-0.703	1.113	1.104	0.53	0.402	4.9	1
1974-10-28	-0.461	-0.072	-2.106	0.989	-1.627	290.73	-1.51	3.478	-3.849	0.89	-0.528	284.45	-1.132	0.45	-0.548	2.993	-2.725	0.034	-0.309	270.54	-0.437	1.217	1.775	1.035	0.406	0.339	3.5	1
1974-10-29	-0.83	-0.636	-1.236	1.843	-0.79	343.89	-2.415	1.105	-1.51	1.48	0.247	317.64	-1.975	0.684	-0.594	0.431	-0.561	0.983	1.895	299.01	-0.977	1.241	0.77	0.642	0.91	0.682	0	-1
1974-10-30	-0.651	-0.89	-0.801	1.144	-1.098	29.5	-1.058	-0.859	-0.12	0.373	-0.631	191.88	-0.29	0.596	-0.273	-0.301	-0.199	-0.089	1.68	270.88	0.343	0.691	0.718	1.427	0.785	0.488	3.5	1
1974-10-31	-0.083	-0.778	-0.549	0.833	-1.539	53.94	-0.605	0.532	-1.7	-0.365	0.092	262.62	0.552	0.47	0.001	2.231	-2.012	-1.201	0.497	251.97	0.943	1.743	1.775	1.935	0.171	0.042	2.8	1
1974-11-01	0.788	-0.834	-0.503	0.29	-1.671	69.78	-0.153	1.432	-2.395	0.004	-1.2	273.15	0.131	0.694	0.902	2.938	-2.671	-0.42	-1.58	264.25	0.343	2.322	1.44	0.55	-0.277	-0.091	1.2	1
1974-11-02	0.703	-1.201	-0.801	-0.021	-0.834	69.38	-0.153	1.432	-2.332	0.447	-0.58	283.99	-0.711	0.986	1.177	2.134	-2.077	0.386	-0.367	275.19	-0.467	1.543	1.406	0.226	0.196	0.27	2.1	1
1974-11-03	0.333	-1.257	-0.961	0.29	-0.746	22.84	-0.153	0.614	-1.637	0.521	0.092	292.43	-0.711	0.889	0.902	0.614	-0.881	0.682	0.087	285.62	-0.587	1.82	-0.227	0.665	0.531	0.442	0	-1
1974-11-04	-0.023	-1.173	-0.755	-0.254	-1.054	88.39	0.299	0.368	-1.51	0.078	-0.373	278.74	0.131	0.947	0.612	-0.194	-0.306	0.238	0.695	276.38	0.103	1.507	0.117	1.058	0.696	0.536	2.2	1
1974-11-05	-0.132	-1.37	-1.007	-0.564	-1.847	166.19	0.752	1.268	-2.142	-0.882	-0.838	251.15	1.394	0.957	0.246	0.94	-1.098	-0.768	-0.353	252.49	1.273	-1.193	0.203	0.827	0.42	0.376	0.5	1
1974-11-06	-0.529	-1.229	-1.259	-0.487	-2.375	257.35	0.752	2.168	-2.901	-0.734	-1.458	258.7	0.973	0.743	-0.609	2.129	-1.986	-0.962	-1.388	255.02	1.273	-1.801	0.34	1.243	0.381	0.263	0	-1
1974-11-07	-1.116	-0.608	-1.579	1.299	-1.495	312.51	-1.962	3.396	-3.47	1.701	-0.166	295.77	-1.975	0.704	-1.22	2.089	-1.929	0.851	0.574	283.76	-1.127	-0.384	1.492	1.589	0.852	0.508	0.8	1
1974-11-08	-0.951	-0.552	-1.259	2.153	-0.614	343.5	-2.415	2.005	-1.384	2.587	0.609	333.43	-2.817	0.743	-0.854	0.345	0.159	1.923	0.319	335.22	-1.847	0.201	1.053	0.157	0.757	0.679	8.3	1
1974-11-09	-0.567	-0.749	-0.641	1.299	-0.79	38.34	-1.058	-0.041	-0.626	0.963	0.557	338.63	-0.711	0.519	-0.35	-0.474	-0.104	-0.186	1.882	264.96	0.253	0.762	0.812	1.52	0.572	0.295	22.5	1
1974-11-10	0.03	-0.693	-0.457	0.756	-1.186	59.94	-0.605	-0.368	-0.879	0.373	0.247	299.81	-0.29	0.548	0.292	0.94	-1.121	-0.671	1.391	254.98	0.583	1.755	1.345	1.635	0.298	0.15	0.4	1
1974-11-11	0.195	-0.778	-0.435	0.134	-1.23	77.25	-0.153	-0.696	-0.752	-0.217	0.299	267.14	0.131	0.928	0.719	0.574	-0.831	-0.681	1.011	252.35	0.643	1.123	1.079	1.566	0.438	0.214	0	-1
1974-11-12	0.787	-0.665	-0.366	0.134	-1.274	78.89	-0.153	-0.368	-0.879	-0.66	0.092	237.78	0.552	0.928	1.162	2.002	-1.818	-1.232	0.131	249.88	1.093	0.337	1.56	1.658	-0.196	-0.289	0	-1
1974-11-13	1.363	-0.354	-0.091	0.212	-1.539	80.54	-0.153	0.368	-1.447	-0.66	-0.373	249.52	0.552	0.918	1.62	2.48	-2.298	-0.711	-0.753	259.64	0.763	0.083	1.337	0.157	-0.558	-0.489	0	-1
1974-11-14	1.529	-0.524	-0.228	-0.331	-1.759	90	0.299	0.859	-1.89	-0.586	-0.476	257.9	0.552	0.967	1.88	2.47	-2.313	-0.466	-0.599	262.98	0.583	0.733	1.276	-0.166	-0.528	-0.417	0	-1
1974-11-15	1.396	-0.608	-0.32	0.057	-1.451	80.28	-0.153	0.368	-1.574	-0.217	-0.942	268.56	0.131	1.093	1.971	1.799	-1.833	-0.206	-0.441	266.01	0.253	0.792	1.388	0.827	-0.201	-0.206	1.2	1
1974-11-16	0.854	-0.778	-0.435	-0.021	-0.834	80.72	-0.153	-0.532	-0.879	-0.144	-0.218	270.44	0.131	1.181	1.681	0.299	-0.679	0.126	1.069	273.29	0.073	1.129	1.053	0.688	0.334	0.238	3.3	1
1974-11-17	0.806	-0.27	-0.022	-0.021	-0.922	84.52	-0.153	-0.614	0.006	-0.808	0.092	161.5	0.973	0.811	1.177	0.853	-0.854	-1.288	0.101	238.75	1.453	0.999	1.62	1.889	-0.241	-0.391	1	1
1974-11-18	1.375	0.521	0.619	-0.72	-1.362	94.15	0.752	-0.778	-0.247	-0.66	-0.683	191.39	0.973	0.509	1.284	1.336	-1.334	-1.007	-1.499	249.16	1.033	1.465	0.726	-0.49	-0.86	-0.744	0	-1
1974-11-19	1.047	0.634	0.71	-0.72	-0.614	93.95	0.752	-0.859	0.069	-0.586	-0.115	143.34	0.552	0.45	1.208	0.162	-0.599	-0.135	0.642	264.92	0.373	0.698	1.148	-0.259	-0.509	-0.428	1	1
1974-11-20	0.952	0.916	0.939	-0.331	-1.186	90.02	0.299	-0.614	0.259	-0.586	-0.528	132.08	0.973	0.129	1.024	0.274	-0.469	-1.018	-0.709	238.39	0.943	-0.147	0.512	-0.212	-0.87	-0.616	5.4	1
1974-11-21	1.231	0.718	0.779	-0.797	-0.394	94.62	0.752	-0.532	-0.626	-0.734	-0.838	218.21	0.973	-0.095	1.04	0.97	-1.045	-1.002	-2.01	246.89	0.943	-1.252	-3.201	-2.776	-1.184	-0.746	0	-1
1974-11-22	0.957	0.69	0.756	-0.409	-1.054	90.39	0.299	-0.778	-0.247	-0.734	-0.27	184.03	0.973	-0.163	0.643	0.284	-0.675	-0.303	-0.891	259.91	0.433	0.432	-0.477	-1.76	-1.056	-0.708	0	-1
1974-11-23	0.737	0.803	0.825	0.445	-0.217	82.62	-0.153	-0.123	-0.815	-1.029	-0.373	219.9	0.973	-0.641	0.429	0.843	-0.999	-0.854	-0.494	249.69	0.943	0.372	0.812	-1.252	-0.907	-0.659	0	-1
1974-11-24	0.862	0.944	0.917	0.756	1.853	80.7	-0.605	0.123	-1.258	-0.734	-0.063	243.1	0.973	-1.147	0.337	1.6	-1.578	-0.905	-1.066	253.43	1.093	-0.147	-0.141	-0.813	-0.959	-0.816	0	-1
1974-11-25	0.931	0.013	0.207	-0.487	0.399	91.79	0.752	0.532	-1.51	-0.956	0.402	241.72	1.394	-0.368	0.551	1.819	-1.669	-1.227	-1.052	249.18	1.513	-1.683	-0.055	-0.905	-0.857	-0.716	0	-1
1974-11-26	0.533	0.182	0.344	0.057	-1.01	84.94	0.299	0.777	-1.7	-1.103	-0.89	241.2	1.394	0.08	0.169	2.144	-1.829	-1.594	-0.834	245.22	1.992	-1.14	0.331	0.273	-0.732	-0.676	0	-1
1974-11-27	0.039	-0.213	0.001	-0.021	-2.86	85.42	0.299	1.677	-2.522	-0.513	-1.148	261.74	0.973	0.275	-0.441	2.739	-2.428	-1.115	-1.351	255.09	1.453	-0.591	0.839	0.711	-0.474	-0.47	0	-1
1974-11-28	-0.07	-0.721	-0.412	-0.797	-2.86	102.59	0.752	0.695	-1.763	0.447	-1.148	287.72	-0.711	0.762	-0.029	1.733	-1.78	0.131	-0.326	271.69	-0.167	-0.23	1.328	1.381	-0.024	-0.184	0	-1
1974-11-29	-0.094	-0.608	-0.32	-0.875	-1.627	103.13	0.752	-0.614	-0.689	0.299	-0.683	303.65	-0.29	0.665	0.169	0.446	-0.797	0.412	0.581	280.12	-0.437	-0.969	1.105	0.85	0.091	0.031	0	-1
1974-11-30	-0.108	-0.665	-0.343	-0.176	-1.054	85.95	-0.153	-0.778	-0.373	0.373	-0.011	335.14	-0.29	0.684	0.169	-0.215	-0.195	0.697	0.974	294.73	-0.617	-0.213	0.89	1.035	0.278	0.159	0	-1
1974-12-01	0.014	-0.693	-0.389	0.057	-0.922	80.51	-0.153	-0.614	0.196	0.447	-0.787	35.86	-0.711	0.733	0.551	-0.819	0.898	0.968	-0.209	7.77	-0.977	0.39	0.529	1.243	0.372	0.164	0	-1
1974-12-02	-0.193	-0.467	-0.206	0.29	-0.702	76.96	-0.605	0.123	0.954	0.225	-1.51	76.8	-0.29	0.421	0.215	-1.546	0.795	0.172	-0.071	174.58	-0.107	0.278	0.254	1.82	0.178	-0.065	5.4	1
1974-12-03	-0.296	-0.1	0.115	-0.176	-0.746	87.59	0.299	-0.778	0.322	-0.365	0.092	109.54	0.552	-0.446	-0.548	0.518	-0.77	-0.701	0.437	249.49	0.853	-0.147	1.354	1.774	-0.275	-0.519	14.5	1
1974-12-04	0.32	0.944	0.962	0.057	-1.583	86.57	0.299	-0.941	-0.12	-0.586	-0.425	182.02	0.552	-0.563	-0.289	1.545	-1.509	-1.018	-0.306	250.94	0.943	-1.707	1.654	1.45	-0.835	-0.981	0.4	1
1974-12-05	1.042	1.085	1.077	-0.176	-1.054	88.7	0.299	-0.532	-0.247	-0.956	-0.373	180	0.973	-0.212	0.704	1.58	-1.563	-0.946	-0.296	252.73	1.123	-1.471	1.414	0.642	-0.904	-1.127	0	-1
1974-12-06	1.382	0.662	0.733	-0.642	-1.715	93.07	0.752	-1.023	-0.247	-0.513	-0.683	199.87	0.552	-0.085	1.009	1.463	-1.468	-0.946	-0.652	252.01	0.913	-1.299	1.483	0.203	-1.034	-1.089	0	-1
1974-12-07	0.716	0.436	0.55	0.445	-0.834	81.36	-0.605	-1.187	-0.057	-0.144	-1.097	98.9	0.131	-0.329	0.597	0.065	-0.515	0.213	0.138	275.44	-0.197	-0.868	0.718	-0.397	-0.732	-0.551	3.9	1
1974-12-08	0.63	0.013	0.161	0.833	0.047	74.18	-0.605	-0.696	-0.563	0.373	-0.425	322.16	-0.29	-0.329	0.765	0.309	-0.668	0.366	0.312	280.3	-0.317	0.668	1.19	0.85	-0.317	-0.346	0.6	1
1974-12-09	0.625	-0.157	0.001	0.756	-1.451	72.91	-1.058	-0.696	-0.689	0.004	-0.476	283.06	-0.29	0.265	1.04	-0.067	-0.382	0.253	0.433	278.19	-0.077	0.148	0.117	0.111	-0.114	-0.103	2.9	1
1974-12-10	0.366	0.126	0.275	0.678	-2.331	77.18	-1.058	-1.105	-0.183	0.152	0.092	49.3	-0.29	0.577	0.704	0.324	-0.584	-0.808	0.783	247.6	0.853	-0.461	1.328	2.028	-0.07	-0.308	5.1	1
1974-12-11	0.861	0.295	0.39	0.833	-1.759	76.8	-0.605	-0.778	-0.626	-0.439	-0.011	239.19	0.552	0.489	0.887	1.9	-1.662	-1.482	-0.209	245.1	1.333	-0.815	1.663	1.012	-0.764	-0.805	7.7	1
1974-12-12	1.209	-0.128	0.069	0.445	-1.671	77.9	-0.605	-0.614	-0.752	-0.365	-0.27	250.75	0.552	0.47	1.192	1.743	-1.746	-0.599	-1.005	259.18	0.793	-0.561	0.864	-0.397	-0.898	-0.861	14.4	1
1974-12-13	1.17	0.182	0.321	0.445	-1.803	79.97	-0.605	-0.368	-0.879	-0.586	-0.631	239.18	0.552	0.061	1.147	2.221	-2.028	-1.089	-0.37	253.29	1.153	1.164	1.362	0.434	-0.901	-0.975	18	1
1974-12-14	1.499	0.239	0.367	0.6	-1.495	78.79	-0.605	-0.368	-0.942	-0.439	-1.097	251	0.552	-0.144	1.238	2.439	-2.226	-0.936	-1.207	256.16	1.093	-0.815	1.534	0.319	-1.151	-1.216	0	-1
1974-12-15	1.566	0.097	0.252	0.6	-1.671	77.91	-0.605	-0.368	-1.005	0.004	-1.613	279.25	0.131	0.187	1.635	1.997	-1.986	0.172	-0.941	271.95	0.103	0.425	1.534	0.504	-0.818	-0.842	0	-1
