"","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
"3754","1984-11-08",11,0.366,-0.693,-0.366,0.057,-1.583,81.16,-0.153,-0.941,-0.247,-0.586,0.195,180,0.552,1.239,0.826,-0.647,0.041,-0.278,-0.79,253.88,0.163,-1.459,-1.087,0.065,0.148,0.292,0,-1
"3755","1984-11-09",11,0.535,-0.89,-0.549,0.134,-0.614,73.68,-0.153,-0.859,-0.626,-0.144,0.195,270,0.131,1.288,1.07,-0.819,0.186,0.401,-0.746,295.07,-0.317,-1.128,-1.662,-0.374,0.017,0.323,0,-1
"3756","1984-11-10",11,0.439,-0.975,-0.663,0.445,-0.614,57.8,-0.605,-1.023,-0.247,0.225,0.04,215.04,-0.29,1.366,0.994,-1.165,0.59,0.498,-1.015,331.05,-0.557,-1.725,-1.19,-1.298,0.083,0.424,0,-1
"3757","1984-11-11",11,0.275,-0.665,-0.412,0.523,-1.098,68.34,-0.605,-0.941,0.133,0.152,-0.218,48.56,-0.29,1.161,0.887,-1.135,0.456,0.417,-0.145,306.56,-0.377,-0.974,-0.494,-0.351,0.333,0.458,0,-1
"3758","1984-11-12",11,0.379,-0.693,-0.412,0.445,-0.79,68.79,-0.605,-1.105,-0.436,0.004,-0.115,294.39,0.131,0.859,0.963,-0.565,-0.043,0.024,0.685,271.45,-0.047,0.012,0.142,1.081,0.364,0.345,0,-1
"3759","1984-11-13",11,0.31,-0.58,-0.297,0.367,-0.394,74.37,-0.605,-0.368,-0.942,-0.439,0.04,250.46,0.131,0.694,0.841,-0.459,-0.092,0.151,0.874,277.92,-0.107,0.313,-0.296,0.434,0.148,0.305,0.123,1
"3760","1984-11-14",11,0.062,-0.439,-0.228,0.911,-0.173,65.93,-1.058,-0.941,-0.247,0.225,-0.838,168.87,-0.29,0.489,0.475,-1.216,0.658,0.534,0.05,332.48,-0.197,-0.413,-0.433,-0.166,0.162,0.278,0.076,1
"3761","1984-11-15",11,0.208,-0.298,-0.137,1.066,-0.966,64.78,-1.058,-1.023,-0.247,0.225,-1.458,184.91,0.131,0.528,0.597,-0.072,-0.382,-0.451,-0.414,253.38,0.763,-0.154,-0.064,0.457,0.038,0.152,0.246,1
"3762","1984-11-16",11,0.447,-1.003,-0.663,0.212,-0.878,64.73,-0.153,-0.368,-1.005,-0.217,-0.787,266.3,0.131,0.723,0.719,0.594,-0.85,-0.686,-0.767,252.07,0.703,-0.602,0.451,-0.028,-0.141,0.083,0,-1
"3763","1984-11-17",11,-0.011,-0.721,-0.457,0.756,-1.759,60.87,-1.058,-0.45,-0.879,0.078,-0.425,284.36,-0.29,0.538,0.154,0.589,-0.835,-0.706,0.111,251.84,0.583,0.319,0.959,0.48,0.151,0.123,0,-1
"3764","1984-11-18",11,-0.452,-0.636,-0.412,0.989,-0.129,58.03,-1.058,0.859,-1.953,-0.365,0.609,265.33,0.552,-0.027,-0.472,1.316,-1.391,-0.691,1.176,257.35,0.703,0.964,0.924,0.896,0.172,0.098,15.225,1
"3765","1984-11-19",11,0.025,-0.665,-0.366,0.212,0.796,76.93,-0.153,1.432,-1.89,-1.694,-1.148,232.83,1.815,-0.689,-0.365,2.932,-2.199,-2.345,-0.945,239.28,2.442,0.792,0.1,0.48,-0.558,-0.595,3.318,1
"3766","1984-11-20",11,0.411,-0.524,-0.228,-0.021,0.928,83.1,-0.153,0.777,-1.194,-1.767,-0.115,215.34,1.815,-0.806,-0.197,1.931,-1.193,-2.457,-0.478,226.72,2.382,-1.648,0.331,0.203,-0.59,-0.6,0,-1
"3767","1984-11-21",11,0.796,-0.157,0.023,0.678,0.443,74.74,-0.605,0.45,-1.574,-0.66,0.557,251.53,0.552,-0.533,0.612,1.153,-1.304,-0.599,-0.121,257.29,0.793,-1.482,1.173,-0.051,-0.523,-0.439,2.561,1
"3768","1984-11-22",11,0.75,0.239,0.321,1.144,1.192,71.93,-1.058,0.123,-1.384,-0.365,0.815,262.29,0.131,-0.475,0.963,0.95,-1.109,-0.548,2.255,258.86,0.733,-0.685,0.056,-0.674,-0.417,-0.191,4.626,1
"3769","1984-11-23",11,0.535,-0.015,0.138,0.756,0.84,74.65,-0.605,-0.287,-0.879,-0.808,1.229,232.78,0.552,-0.154,0.689,0.863,-0.622,-1.732,1.737,227.57,1.722,-1.04,0.117,0.388,-0.311,-0.225,0.587,1
"3770","1984-11-24",11,0.896,0.464,0.573,-0.098,0.928,87.83,0.299,0.204,-1.005,-1.251,0.454,219.69,0.973,0.158,0.948,1.733,-1.216,-2.1,-0.649,231.45,1.962,-1.518,-0.45,0.18,-0.609,-0.511,0.151,1
"3771","1984-11-25",11,1.477,0.408,0.504,-1.03,0.267,97.54,0.752,-0.45,-0.563,-0.882,-0.063,208.04,0.973,0.587,1.62,1.224,-1.201,-1.196,-0.683,244.98,1.303,-1.382,0.005,-0.744,-0.882,-0.714,0,-1
"3772","1984-11-26",11,1.406,-0.1,0.115,-0.797,-1.01,96.57,0.752,-0.368,-0.373,-1.029,0.195,195.02,0.973,0.918,1.544,0.609,-0.706,-1.13,-0.383,239.45,1.063,-1.229,0.297,-1.344,-0.766,-0.614,0,-1
"3773","1984-11-27",11,1.201,-0.015,0.161,0.523,-1.495,78.17,-0.605,-0.041,-0.815,-1.177,-0.063,216.21,0.973,0.548,1.284,1.372,-1.148,-1.635,0.232,237.24,1.423,-1.282,1.105,0.388,-0.742,-0.697,0.123,1
"3774","1984-11-28",11,1.159,0.605,0.619,1.377,-1.274,72.69,-1.51,-0.859,-0.563,-0.439,0.247,236.63,0.552,0.256,1.284,1.168,-1.262,-0.824,0.416,253.02,0.883,-0.437,0.839,0.157,-0.609,-0.61,0.321,1
"3775","1984-11-29",11,1.161,0.436,0.481,1.144,-1.054,73.73,-1.058,-0.123,-1.194,-0.439,0.402,257.08,0.552,0.45,1.452,1.87,-1.715,-1.237,0.195,249.5,1.063,1.011,1.534,1.704,-0.39,-0.473,0.115,1
"3776","1984-11-30",11,0.992,0.464,0.504,1.144,-0.614,73.94,-1.058,-0.45,-0.689,-0.734,-0.115,223.69,0.552,0.226,1.315,1.499,-1.365,-1.395,-0.02,243.9,1.333,1.666,1.457,0.965,-0.46,-0.508,0.238,1
"3777","1984-12-01",12,1.117,0.831,0.825,0.989,-1.054,78.43,-0.605,-0.287,-0.815,-0.882,-0.89,225.21,0.973,-0.456,0.979,1.722,-1.521,-1.441,-1.829,244.41,1.423,0.964,-1.499,-1.875,-1.213,-0.833,0.374,1
"3778","1984-12-02",12,1.124,0.069,0.184,0.989,0.443,72.62,-0.605,-0.041,-1.258,-0.07,-0.683,273.46,0.131,-0.611,0.887,1.112,-1.315,-0.17,-0.904,265.72,0.403,1.802,-2.78,-1.459,-1.054,-0.764,4.037,1
"3779","1984-12-03",12,0.925,0.351,0.436,0.833,0.311,76.72,-1.058,-0.041,-1.258,-0.07,-0.425,271.97,0.131,-0.485,0.948,0.853,-1.113,0.345,-0.488,276.63,-0.227,1.454,-0.614,-1.529,-0.701,-0.363,1.068,1
"3780","1984-12-04",12,0.686,0.154,0.321,0.057,0.487,84.95,-0.153,-0.041,-1.194,-0.586,0.247,250.77,0.552,-0.65,0.689,0.924,-1.17,-0.099,-0.182,267.23,0.373,-0.774,-0.536,-0.212,-0.655,-0.474,0.123,1
"3781","1984-12-05",12,0.719,0.944,0.917,1.222,0.135,76.82,-1.058,-0.45,-0.815,-0.66,-1.407,236.67,0.973,-1.167,0.475,1.351,-1.304,-1.186,-1.029,246.1,1.303,-1.258,-0.433,-0.374,-0.929,-0.831,0.917,1
"3782","1984-12-06",12,1.018,0.521,0.573,1.066,1.456,75.44,-0.605,-0.205,-1.068,-0.586,-0.787,247.36,0.552,-1.011,0.673,1.509,-1.532,-0.834,-0.978,254.32,0.913,-1.429,-0.072,-0.767,-1.064,-0.946,0.123,1
"3783","1984-12-07",12,1.169,-0.185,0.046,0.212,1.28,81.15,-0.153,0.204,-1.384,-0.365,0.144,260.82,0.552,-0.465,0.841,0.965,-1.189,-0.334,-1.519,261.93,0.583,-1.081,-2.522,-0.42,-0.987,-0.855,0,-1
"3784","1984-12-08",12,0.572,0.295,0.367,0.911,0.267,75.23,-0.605,0.123,-1.384,-0.365,0.299,261.93,0.131,-0.592,0.353,0.141,-0.588,0.059,0.054,270.41,0.193,-1.376,0.873,-1.321,-0.719,-0.383,0,-1
"3785","1984-12-09",12,-0.059,0.577,0.481,2.153,0.663,63.96,-1.962,0.532,-1.637,-0.586,0.454,255.69,0.552,-0.689,-0.319,0.431,-0.728,-0.635,0.171,252.11,0.853,-1.146,0.581,-0.42,-0.404,-0.323,0,-1
"3786","1984-12-10",12,-0.063,0.803,0.779,1.377,1.192,74.11,-1.51,0.286,-0.563,-1.62,0.247,196.13,1.815,-0.621,-0.579,0.945,-0.332,-2.095,-1.277,215.97,2.382,-1.435,0.366,1.243,-0.615,-0.672,0,-1
"3787","1984-12-11",12,0.363,0.888,0.871,1.066,0.223,77.9,-1.058,0.614,0.196,-1.915,0.195,167.42,1.815,-0.241,-0.182,0.507,0.068,-1.916,-1.143,208.71,1.932,-1.282,-1.165,-0.143,-0.935,-0.903,0,-1
"3788","1984-12-12",12,0.727,0.888,0.894,0.756,-0.085,80.5,-0.605,-0.205,-0.183,-1.251,-0.321,181.56,0.973,-0.144,0.368,-0.031,-0.214,-0.91,-0.79,234.43,0.943,-1.441,-0.82,-0.813,-1.006,-0.839,0,-1
"3789","1984-12-13",12,0.658,0.493,0.573,0.911,-1.186,77.35,-1.058,-1.023,0.006,-0.439,-1.303,130.52,0.131,0.353,0.582,-0.723,0.06,0.136,-0.901,275.84,-0.197,-1.305,-1.328,-1.229,-1.014,-0.621,0,-1
"3790","1984-12-14",12,0.551,0.662,0.71,0.6,-1.186,80.99,-0.605,-1.023,0.069,-0.291,-0.683,116.35,0.131,0.421,0.505,-1.262,0.502,0.284,-0.528,299.77,-0.197,-1.134,-1.886,-2.337,-1.212,-0.582,0,-1
"3791","1984-12-15",12,0.421,0.86,0.871,0.756,-0.746,80.39,-0.605,-1.105,0.069,-0.217,-0.683,100.1,0.131,0.236,0.307,-1.379,0.555,0.151,-0.491,287.93,0.103,-0.744,-1.465,-1.667,-1.031,-0.552,0,-1
"3792","1984-12-16",12,0.245,1.226,1.168,1.066,-0.746,79.18,-1.058,-0.532,0.449,-0.291,-0.528,98.36,0.131,-0.407,-0.105,-0.753,0.129,-0.303,-0.73,247.24,0.553,-0.945,0.245,-1.598,-0.857,-0.568,0,-1
"3793","1984-12-17",12,0.35,1.452,1.352,0.756,-1.23,82.29,-0.605,-0.859,0.259,-0.07,-0.321,84.79,0.131,-0.563,-0.044,-0.118,-0.367,-0.323,-0.33,256.97,0.313,-1.211,0.778,-0.49,-0.804,-0.657,0,-1
"3794","1984-12-18",12,0.52,1.396,1.329,0.057,-0.305,87.09,-0.153,-0.778,0.259,-0.513,0.092,128.35,0.552,-0.758,0.063,1.158,-1.117,-1.273,0.433,242.22,1.333,-1.17,1.087,0.804,-0.86,-1.037,0.093,1
"3795","1984-12-19",12,0.732,1.537,1.443,-0.098,-0.834,88.34,0.299,-0.941,0.133,-0.365,-0.528,114.39,0.552,-0.845,0.276,0.451,-0.721,-0.732,-0.138,249.53,0.973,-1.376,0.726,0.088,-0.944,-0.939,0.524,1
"3796","1984-12-20",12,0.644,1.198,1.168,-0.875,-0.482,94.38,0.752,-1.023,0.133,-0.217,-0.425,95.21,0.131,-0.943,0.307,0.512,-0.782,-0.681,0.275,252.14,0.643,-1.069,0.572,-0.074,-0.886,-0.878,0,-1
"3797","1984-12-21",12,0.538,1.678,1.558,-0.72,0.399,92.37,0.752,-0.368,0.385,-0.734,0.764,131.15,0.552,-1.137,0.093,0.807,-0.614,-1.646,0.907,227.74,1.543,-1.17,0.761,0.504,-0.882,-1.021,0.747,1
"3798","1984-12-22",12,0.992,1.678,1.558,-0.953,-0.482,94.22,0.752,-0.45,0.196,-0.882,0.247,149.43,0.973,-0.943,0.292,1.57,-1.266,-1.748,-0.01,236.86,1.692,-1.459,1.062,1.589,-1.205,-1.516,0.865,1
"3799","1984-12-23",12,1.574,1.622,1.512,-0.72,-0.79,92.73,0.752,-0.205,0.322,-1.103,-0.373,149.27,0.973,-0.66,0.643,1.778,-1.475,-1.661,-1.452,240.5,1.722,-1.618,1.371,0.804,-1.497,-1.883,0.306,1
"3800","1984-12-24",12,1.72,1.424,1.352,-0.797,-0.305,93.49,0.752,-0.696,-0.183,-0.808,-0.787,185.67,0.973,-0.738,0.811,1.611,-1.391,-1.528,-1.173,241.1,1.543,-0.933,1.148,-0.028,-1.501,-1.808,0,-1
"3801","1984-12-25",12,1.39,1.311,1.26,-0.953,-0.702,94.8,0.752,-1.269,-0.183,-0.217,-0.528,90,0.552,-0.524,0.75,0.584,-0.862,-0.604,-0.037,254.07,0.673,-0.608,0.787,-0.212,-1.385,-1.517,0,-1
"3802","1984-12-26",12,1.071,1.396,1.329,-0.642,-1.318,92.03,0.752,-0.859,0.133,-0.513,-0.115,132.83,0.552,-0.553,0.536,0.701,-0.812,-1.074,0.255,242.51,1.123,-0.709,0.726,0.019,-1.258,-1.387,0.581,1
"3803","1984-12-27",12,1.138,1.029,1.031,-0.564,-0.57,91.67,0.752,-0.368,0.322,-0.882,0.195,143.15,0.973,-0.68,0.276,1.204,-0.965,-1.625,-0.793,234.11,1.483,-1.382,1.045,-0.42,-1.406,-1.6,0.035,1
"3804","1984-12-28",12,1.295,1.593,1.489,-0.098,-0.394,88.39,0.299,-0.368,0.069,-1.029,0.247,161.86,1.394,-1.157,0.368,1.407,-1.148,-1.681,-0.451,235.98,1.842,-0.655,1.01,-0.005,-1.545,-1.867,3.103,1
"3805","1984-12-29",12,1.698,1.452,1.375,0.134,0.047,86.86,-0.153,-0.778,-0.183,-0.734,-0.115,180.88,0.973,-1.391,0.704,1.356,-1.269,-1.298,-1.13,243.74,1.423,-1.075,0.804,-0.466,-1.69,-1.896,0.435,1
"3806","1984-12-30",12,1.55,1.678,1.558,0.212,0.575,86.56,-0.153,-1.269,-0.12,-0.217,-0.115,90,0.131,-1.391,0.918,1.143,-1.33,-0.303,-0.084,263.32,0.493,-1.252,1.105,-0.72,-1.428,-1.473,1.436,1
"3807","1984-12-31",12,1.295,0.831,0.848,0.134,1.764,86.07,0.299,-1.105,-0.183,0.152,-0.218,168.87,0.131,-1.41,1.07,0.665,-0.965,0.187,0.564,273.81,-0.077,-0.933,0.443,-0.882,-1.107,-0.972,0.216,1
"3808","1985-01-01",1,1.112,0.464,0.573,-0.797,1.941,95.18,0.752,-0.941,-0.499,0.078,0.195,304.25,-0.29,-1.167,1.086,0.304,-0.645,0.335,0.766,279.39,-0.377,-0.898,-0.098,-0.351,-0.898,-0.774,0.018,1
"3809","1985-01-02",1,0.902,0.521,0.596,-1.263,0.091,99.54,1.204,-1.269,-0.183,0.004,-0.063,206.5,0.131,-0.65,0.872,-0.586,-0.005,0.269,-0.43,282.48,-0.227,-0.709,-0.837,0.203,-0.844,-0.707,0.169,1
"3810","1985-01-03",1,0.79,0.916,0.917,-1.263,-1.098,98.07,1.204,-0.45,0.512,-0.586,-0.063,118.41,0.552,-0.3,0.628,0.111,-0.351,-0.956,-0.064,236.3,0.943,0.065,0.375,0.411,-0.887,-0.975,0.476,1
"3811","1985-01-04",1,1.284,1.424,1.352,-0.564,-1.318,91.43,0.752,-0.287,0.133,-1.177,-0.683,161.58,1.394,-0.621,0.75,1.458,-1.269,-1.503,-0.804,240.18,1.633,-0.951,0.967,0.18,-1.33,-1.514,0.631,1
"3812","1985-01-05",1,1.252,1.48,1.397,-0.021,-0.394,87.76,0.299,-0.532,-0.057,-0.882,-0.476,167.23,0.973,-1.293,0.628,1.128,-1.182,-1.023,-0.504,248.1,1.033,-1.252,0.348,-0.374,-1.404,-1.456,0,-1
"3813","1985-01-06",1,1.215,1.226,1.191,0.212,0.311,85.7,-0.153,-1.023,-0.31,-0.439,-0.476,209.84,0.552,-1.196,0.704,0.624,-0.934,-0.298,-0.417,261.57,0.343,-1.116,0.031,-0.374,-1.256,-1.275,0,-1
"3814","1985-01-07",1,0.949,1.452,1.352,0.756,-0.878,82.26,-0.605,-0.859,-0.057,-0.586,-0.373,162.04,0.552,-1.108,0.643,0.101,-0.439,-0.701,1.062,248.09,0.793,-1.158,0.529,-0.49,-1.148,-1.172,1.452,1
"3815","1985-01-08",1,1.111,1.509,1.397,0.833,-0.041,81.87,-0.605,-1.023,-0.057,-0.513,-0.27,156.03,0.552,-1.42,0.505,1.504,-1.388,-1.324,0.168,244.67,1.153,-1.01,1.105,1.173,-1.202,-1.491,1.678,1
"3816","1985-01-09",1,0.812,1.819,1.649,0.911,0.399,82.38,-0.605,-0.532,0.322,-0.734,0.04,138.27,0.973,-1.761,0.169,0.985,-1.094,-0.931,0.49,249.68,1.093,-0.856,1.156,0.896,-1.146,-1.434,8.105,1
"3817","1985-01-10",1,0.615,2.186,1.947,0.367,1.236,85.88,-0.605,-0.287,0.575,-0.66,0.04,120.56,0.973,-2.618,-0.548,1.519,-1.342,-1.482,-0.575,241.92,1.453,-1.093,1.122,0.942,-1.428,-1.698,0.102,1
"3818","1985-01-11",1,0.524,1.904,1.741,-0.021,1.236,88.28,0.299,-0.859,0.259,-0.217,-0.166,93.93,0.552,-2.462,-0.548,0.843,-1.007,-0.824,-0.461,250.41,0.913,-1.435,0.907,0.18,-1.278,-1.464,0.186,1
"3819","1985-01-12",1,0.912,2.581,2.268,0.6,0.047,85.24,-0.605,-0.778,-0.183,-0.734,-0.166,164.58,0.973,-1.566,0.154,1.56,-1.471,-1.201,-0.703,247.73,1.303,-0.969,1.268,1.335,-1.284,-1.6,1.062,1
"3820","1985-01-13",1,1.568,2.468,2.199,0.057,0.399,87.91,-0.153,-0.205,-0.183,-1.251,-0.787,180.27,1.394,-1.469,0.765,1.987,-1.704,-1.574,-1.086,244.32,1.692,-1.311,-0.133,-0.143,-1.644,-1.872,0.115,1
"3821","1985-01-14",1,1.712,2.101,1.901,0.212,0.311,86.75,-0.153,-0.614,0.259,-0.66,-0.476,138.08,0.973,-1.42,0.734,1.387,-1.422,-0.87,-1.338,252.67,0.943,-1.305,-0.116,-0.744,-1.785,-1.961,0,-1
"3822","1985-01-15",1,1.268,1.876,1.695,0.756,-0.261,83.28,-0.605,-0.696,0.385,-0.291,0.144,103.93,0.131,-1.4,0.505,0.406,-0.786,-0.155,-0.541,264.83,0.073,-1.051,0.555,-0.628,-1.659,-1.692,0,-1
"3823","1985-01-16",1,1.04,1.735,1.604,0.833,-0.129,82.72,-0.605,-1.023,0.133,-0.291,-0.27,112.97,0.131,-1.342,0.643,0.436,-0.801,0.243,0.306,275.52,-0.167,-0.898,0.048,-1.229,-1.245,-1.086,0,-1
"3824","1985-01-17",1,0.639,1.565,1.443,1.066,0.267,80.39,-1.058,-0.778,0.322,0.078,0.04,71.87,0.131,-1.478,0.429,-0.199,-0.226,0.054,1.452,274.86,-0.257,0.497,-0.27,-0.351,-0.913,-0.789,3.458,1
"3825","1985-01-18",1,0.735,2.101,1.878,0.756,2.557,83.68,-0.605,0.041,0.006,-1.472,0.764,163.87,1.394,-2.063,0.108,1.001,-0.382,-2.156,-0.326,215.78,1.842,-0.78,0.048,0.203,-1.259,-1.252,3.209,1
"3826","1985-01-19",1,1.279,1.001,1.008,-0.953,1.5,95.45,0.752,-0.614,-0.373,-0.808,-0.735,204.36,0.552,-1.245,0.918,0.096,-0.45,-0.66,-0.908,247.62,0.703,-1.494,-3.596,-1.182,-1.484,-1.411,0,-1
"3827","1985-01-20",1,1.462,0.521,0.596,-1.108,0.091,97.93,1.204,-1.023,-0.247,-0.144,-1.665,271.25,0.131,-0.621,1.315,-0.128,-0.382,0.253,-0.377,276.91,-0.107,-1.14,-2.711,-0.697,-1.422,-1.411,0,-1
"3828","1985-01-21",1,1.148,0.521,0.596,-0.72,0.003,94.16,0.752,-0.614,0.259,0.373,-0.993,43.47,-0.29,-0.251,0.887,-0.723,0.292,0.789,-0.582,316.46,-0.917,-1.305,-2.402,-1.275,-1.351,-1.195,0,-1
"3829","1985-01-22",1,0.917,1.198,1.168,-0.409,-0.526,90.62,0.752,-0.859,0.259,-0.291,-0.528,110.72,0.131,-0.3,0.811,-1.175,0.472,0.376,-1.338,305.45,-0.467,-1.199,-0.614,-1.598,-1.069,-0.778,0,-1
"3830","1985-01-23",1,0.875,0.803,0.848,-0.487,-0.482,91.44,0.299,-0.614,0.385,-0.365,-0.993,104.44,0.552,-0.27,0.918,-0.311,-0.252,-0.104,0.299,264.89,0.073,-1.152,-0.184,-0.536,-0.937,-0.827,0,-1
"3831","1985-01-24",1,1.079,0.972,0.962,0.678,-0.041,81.43,-0.605,-0.859,0.133,-0.513,-0.218,142.33,0.552,-0.865,0.719,1.321,-1.365,-0.9,0.08,251.62,0.913,0.922,0.898,0.596,-1.284,-1.502,0.123,1
"3832","1985-01-25",1,1.393,1.057,1.031,0.678,-0.085,82.08,-0.605,-1.023,-0.373,-0.365,-0.321,230.97,0.552,-1.332,0.826,1.484,-1.563,-0.538,-0.296,259.67,0.583,1.359,0.787,-0.282,-1.393,-1.43,14.812,1
"3833","1985-01-26",1,1.242,0.916,0.917,0.756,0.223,80.6,-0.605,-1.269,-0.31,-0.217,-0.528,241.11,0.131,-1.322,0.963,0.741,-1.029,0.172,0.138,273.02,-0.137,2.051,0.839,-0.074,-1.12,-1.119,15.669,1
"3834","1985-01-27",1,1.238,0.662,0.733,0.29,0.531,83.78,-0.605,-0.778,-0.689,-0.291,-0.063,254.83,0.552,-1.196,1.024,0.899,-1.136,-0.39,0.104,260.88,0.613,-0.655,0.77,0.434,-1.142,-1.18,0.791,1
"3835","1985-01-28",1,1.367,1.396,1.329,0.29,-0.041,85.35,-0.153,-0.614,-0.373,-0.808,-0.115,199.45,0.973,-1.508,0.811,1.748,-1.631,-1.191,-0.562,249.1,1.243,-0.957,1.19,0.019,-1.356,-1.555,0,-1
"3836","1985-01-29",1,1.406,2.186,1.97,-0.642,1.809,91.61,0.752,-0.041,0.196,-1.325,-0.166,161.36,1.394,-2.482,0.566,1.702,-1.506,-1.446,-0.511,244.08,1.513,-0.035,1.036,-0.074,-1.637,-1.971,7.028,1
"3837","1985-01-30",1,1.768,2.384,2.107,-1.341,1.368,95.24,1.204,-0.614,0.196,-0.734,-0.063,145.22,0.973,-2.56,0.612,1.595,-1.567,-0.931,-1.553,252.4,1.003,-0.679,0.434,-0.559,-1.833,-2.155,1.166,1
"3838","1985-01-31",1,1.135,1.847,1.695,-0.642,1.676,92.01,0.752,-0.287,0.701,-0.144,0.35,89.72,0.131,-2.384,0.246,0.111,-0.565,0.019,-0.353,269.5,-0.047,-0.555,0.778,-1.067,-1.646,-1.56,0,-1
"3839","1985-02-01",2,0.665,1.706,1.581,-0.487,0.707,90.78,0.299,0.204,1.081,-0.291,-0.063,95.86,0.552,-2.043,0.078,-0.27,-0.218,-0.451,-0.225,251.33,0.283,-0.803,0.495,-0.651,-1.236,-1.216,0,-1
"3840","1985-02-02",2,0.594,1.791,1.626,-0.642,-0.834,91.81,0.752,-0.041,0.891,-0.07,0.247,88.42,0.131,-1.41,-0.029,0.035,-0.443,-0.528,-0.861,251.3,0.373,-0.579,-0.098,-0.397,-1.347,-1.241,0,-1
"3841","1985-02-03",2,0.256,1.114,1.054,0.833,-0.217,80.93,-0.605,0.204,0.828,0.668,-0.373,56.2,-0.711,-1.186,-0.258,-0.169,-0.264,0.667,-0.316,293.12,-0.677,0.698,0.4,-0.744,-0.808,-0.764,0,-1
"3842","1985-02-04",2,-0.346,0.888,0.871,1.144,-0.173,76.88,-1.51,1.268,1.839,0.594,0.04,71.76,-0.711,-1.303,-0.686,-1.292,0.879,0.458,-0.434,171.8,-0.707,1.554,0.555,0.988,-0.522,-0.528,3.513,1
"3843","1985-02-05",2,-0.397,1.17,1.077,1.61,-0.438,74.76,-1.51,0.45,1.081,0.742,-0.27,58.87,-0.711,-1.254,-0.701,-0.886,0.228,0.258,-0.289,284.52,-0.587,1.802,-0.124,1.681,-0.346,-0.542,33.351,1
"3844","1985-02-06",2,-0.445,1.17,1.054,1.687,0.091,73.96,-1.51,0.532,1.27,0.225,-0.218,78.44,-0.29,-1.322,-0.976,-0.83,0.152,0.238,-0.545,282.9,-0.167,1.501,1.028,1.727,-0.579,-0.767,68.681,2
"3845","1985-02-07",2,-0.436,1.001,0.962,1.144,-0.261,77.84,-1.058,-0.123,0.765,0.373,0.092,65.14,-0.29,-1.303,-0.869,-0.392,-0.165,0.294,0.383,281.82,-0.227,0.319,0.804,1.266,-0.412,-0.564,44.567,1
"3846","1985-02-08",2,-0.83,1.226,1.054,2.231,0.267,69.83,-2.415,0.777,1.46,0.521,-0.476,69.81,-0.711,-1.585,-1.464,-1.506,0.765,0.146,-1.281,135,-0.047,2.074,0.839,1.797,-0.38,-0.563,126.04,2
"3847","1985-02-09",2,-0.54,2.158,1.878,1.92,0.223,77.23,-1.51,1.105,1.776,-0.217,0.402,92.4,0.131,-2.014,-1.571,-0.001,-0.389,-0.609,-0.676,247.56,0.793,1.855,1.217,1.035,-1.09,-1.277,28.663,1
"3848","1985-02-10",2,0.67,1.65,1.535,-0.409,0.663,90.55,0.752,-0.532,0.449,-0.291,-0.89,93.16,0.552,-1.751,-0.258,0.792,-1.06,-0.17,-1.805,263.84,0.043,1.796,-1.13,-1.321,-1.498,-1.573,13.548,1
"3849","1985-02-11",2,0.134,1.226,1.191,-0.254,-0.305,89.4,0.299,-0.696,0.322,0.078,0.35,73.01,0.131,-1.547,-0.686,0.482,-0.824,0.136,0.151,273.53,-0.347,1.519,1.328,1.312,-0.809,-1.135,89.981,2
"3850","1985-02-12",2,-0.149,1.904,1.741,-0.331,0.311,90,0.299,-0.205,0.512,-0.882,0.867,131.23,0.973,-1.878,-1.144,0.97,-0.862,-1.482,-0.723,235.64,1.333,-0.236,0.537,0.665,-1.228,-1.307,5.54,1
"3851","1985-02-13",2,0.657,2.101,1.855,-1.962,1.412,99.63,2.109,-0.778,-0.183,-0.734,-0.166,90,0.973,-2.102,-0.273,1.087,-1.239,-0.635,-0.783,255.85,0.583,-1.033,-0.098,-1.69,-1.527,-1.411,0,-1
"3852","1985-02-14",2,0.468,1.368,1.26,-1.807,0.443,100.61,1.656,-0.45,0.385,0.373,-0.321,52.59,-0.29,-1.693,-0.243,0.004,-0.26,1.039,-0.178,304.35,-0.977,-0.502,0.117,-1.413,-1.062,-0.921,0.489,1
"3853","1985-02-15",2,-0.559,1.057,1.054,-0.254,-0.658,89.4,0.299,1.105,1.776,-0.144,0.867,89.88,0.131,-1.313,-1.174,-1.089,0.734,0.31,0.8,127.92,-0.347,0.514,0.881,0.273,-0.52,-0.599,13.368,1
"3854","1985-02-16",2,0.469,1.142,1.123,-0.021,0.003,87.77,0.299,-0.614,0.259,-0.66,-0.218,132.75,0.552,-1.186,-0.212,0.919,-1.018,-0.931,-1.059,247.17,0.913,0.16,0.392,-0.697,-1.309,-1.253,2.355,1
"3855","1985-02-17",2,0.58,0.493,0.55,0.678,-1.23,79.39,-0.605,-0.778,-0.057,0.373,-0.476,180.49,-0.29,-0.611,0.169,0.207,-0.515,0.82,-0.004,294.05,-0.617,0.485,0.495,-1.321,-0.943,-0.746,0.035,1
"3856","1985-02-18",2,-0.189,1.085,0.939,2.153,-0.746,69.27,-2.415,0.45,1.207,0.299,0.299,74.23,-0.29,-0.933,-0.655,-0.728,0.353,-0.375,1.616,118.79,0.493,0.845,0.392,0.642,-0.785,-0.869,13.365,1
