"","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8zh","P850","P_f","P_u","P_v","P_z","Rhum","Shum","clazz"
"2829",-1.362,117.1,0.752,-0.205,-1.005,-0.586,-0.218,0.552,1.696,0.899,-1.132,-0.405,0.138,0.642,0.331,1
"5694",1.104,76.32,-0.605,1.105,-1.89,-1.251,0.144,1.394,1.162,1.885,-1.81,-0.895,-0.047,-0.859,-0.644,1
"3439",0.663,344.38,-1.058,0.695,-0.31,1.701,2.521,-1.975,-1.739,-0.403,0.814,1.392,1.63,0.296,1.516,1
"7159",-1.318,86.85,-0.153,-0.041,0.512,-1.103,-0.373,0.973,1.254,1.641,-1.262,-1.804,-1.519,0.249,-1.409,1
"4527",-0.482,85.17,-0.153,-0.123,0.575,0.594,0.092,-0.711,-0.823,-0.743,0.243,0.692,0.06,0.873,-0.141,1
"7542",0.487,94.89,1.204,-0.859,-0.183,-0.586,-0.942,0.973,1.299,1.255,-1.327,-0.665,-2.077,-0.49,-1.253,1
"5181",-1.451,80.18,-0.605,-0.778,-0.689,-0.07,-0.89,0.131,1.284,0.706,-1.007,-0.043,0.749,0.411,-0.177,1
"2866",-0.129,66.04,-1.51,0.614,1.207,0.742,-0.425,-0.711,0.139,-1.272,1.024,0.335,-0.279,0.48,1.031,1
"7131",-0.35,78.77,-1.058,2.168,2.345,1.185,-0.321,-1.132,-0.777,0.04,1.995,0.851,0.218,0.296,0.294,1
"7037",-0.261,70.86,-1.058,-0.778,0.322,-0.291,-0.218,0.552,0.108,-0.042,-0.104,-1.089,-0.407,0.434,-0.569,1
"1231",-0.217,87.15,0.299,-0.859,0.196,0.078,-0.425,-0.29,-0.197,-0.845,0.205,0.417,0.289,0.896,0.559,1
"1001",0.267,48.09,-3.319,0.532,1.017,0.89,1.487,-1.132,-1.983,-0.921,0.692,0.008,0.927,1.266,0.685,1
"6237",0.179,72.79,-1.51,-0.778,-0.689,-0.144,-0.27,-0.29,1.131,0.258,-0.671,0.039,-0.36,-0.189,-0.398,1
"713",0.003,271.82,-0.153,2.414,-3.09,0.152,0.66,-0.29,-1.892,0.696,-0.984,0.213,0.574,0.088,1.438,1
"4502",-0.702,90.28,0.299,-0.205,0.512,-0.808,-0.115,0.973,1.269,0.757,-1.007,-0.477,0.813,0.55,-1.194,1
"2062",0.355,42.23,-0.153,-0.041,0.828,0.373,0.04,-0.29,-0.487,-1.186,1.138,0.406,-0.434,0.273,0.942,1
"5254",0.267,101.97,2.109,-0.778,-0.12,-0.66,-0.166,0.973,0.734,0.823,-1.094,-0.186,-0.585,-1.09,-1.356,1
"3909",0.311,83.53,0.299,-0.532,-0.752,-0.586,0.247,0.552,1.147,-0.179,-0.237,-0.589,-0.925,-1.9,-0.17,1
"4669",-1.274,82.61,-0.153,-0.45,-0.815,-0.734,-0.063,0.552,1.376,1.173,-1.14,-1.247,-0.024,0.434,-0.605,1
"1236",-0.79,92.27,0.299,-0.45,0.575,0.152,-0.787,-0.29,0.215,-0.992,0.978,0.723,-0.148,0.688,0.804,1
"3800",-1.186,90,0.299,-0.368,0.069,-1.103,-0.011,0.973,-0.197,0.101,-0.165,-1.247,-0.01,1.012,0.569,1
"1178",-0.217,50.74,-0.153,-0.123,0.638,0.594,0.454,-0.711,-0.686,-0.891,1.405,0.412,0.252,0.365,1.108,1
"1679",1.06,221.76,1.204,-1.269,-0.247,0.004,0.04,0.131,0.078,-1.587,0.868,0.197,-0.279,-0.651,0.443,1
"4036",-0.658,95.67,0.299,-0.778,0.322,0.004,0.867,0.131,0.2,-1.099,0.403,-0.216,1.223,0.039,0.803,1
"7680",1.853,86.21,-0.153,-0.041,0.828,0.152,-0.115,0.131,0.887,-1.033,0.571,0.677,-0.222,-1.646,-1.042,1
"4622",-0.041,89.43,0.299,-0.368,0.512,-0.586,0.04,0.552,0.597,1.072,-1.182,-0.844,-0.36,-0.189,-1.41,1
"3850",1.016,8.18,-1.058,0.941,0.449,1.849,1.125,-1.975,-0.838,0.06,1.42,1.662,0.369,0.248,1.171,1
"1414",1.104,284.68,-0.153,1.186,-1.953,0.963,0.402,-1.132,-0.686,0.762,-0.732,1.458,0.739,-0.189,1.181,1
"3623",0.179,94.61,0.752,-0.368,0.575,0.152,-0.166,-0.29,-0.35,-1.069,0.51,0.57,0.087,0.226,0.657,1
"5560",0.223,87.18,-0.153,-0.778,0.133,-0.513,1.539,0.552,-0.808,0.701,-0.786,-1.14,1.469,0.388,-1.292,1
"2917",-0.57,46.6,-0.153,-0.859,-0.626,0.004,0.299,0.131,0.429,-1.099,0.414,0.366,0.211,-0.212,1.116,1
"6151",0.003,77.3,-1.962,-0.614,0.449,-0.144,-0.27,0.131,1.162,-0.316,-0.226,-0.283,-0.464,-1.506,-1.397,1
"1755",0.311,86.73,-0.153,1.105,1.649,-0.808,1.125,0.552,-2.884,-0.331,1.561,-0.905,0.685,1.566,0.806,1
"1266",1.676,320.1,-0.605,0.286,-0.689,1.259,1.229,-1.132,-2.61,-0.901,0.567,0.81,0.766,1.035,1.355,1
"6851",0.884,83.87,-0.605,-0.123,0.385,-1.103,1.332,0.973,-0.166,0.99,-0.565,-1.972,0.864,0.873,-0.91,1
"1198",-0.922,251.26,0.299,1.759,-2.585,-0.66,-0.683,0.973,-1.235,1.692,-1.559,-1.232,0.847,1.52,0.702,1
"4716",0.047,86.31,-0.153,-1.105,0.069,-0.144,0.815,0.131,0.047,1.473,-1.494,-0.839,1.697,0.873,-1.313,1
"7031",-1.23,77.12,-0.605,-0.941,-0.183,0.225,-0.166,-0.29,1.818,-0.276,-0.271,0.238,0.43,0.18,-0.259,1
"5809",-0.261,77.7,-0.605,0.041,-1.258,-0.365,-0.166,0.552,0.429,0.894,-1.128,-0.323,0.776,0.527,-0.018,1
"2704",-0.129,284.44,0.299,-0.532,-0.879,-0.291,-0.425,0.131,-0.319,-0.316,-0.214,-0.313,0.511,-0.051,1.054,1
"6755",0.135,74.69,-1.058,1.268,1.649,1.037,0.04,-1.132,-0.625,-0.845,1.287,0.677,0.198,1.196,0.581,1
"1860",-1.142,54.88,-1.058,0.041,0.512,0.89,-1.768,-1.132,1.009,-0.703,1.294,0.871,-0.864,-0.12,0.587,1
"1578",-0.394,261.29,0.752,0.941,-1.953,-0.586,-0.115,0.973,0.063,1.041,-1.22,-0.548,0.232,0.042,0.41,1
"3390",-0.79,57.13,-0.153,-1.187,-0.057,-0.291,-0.373,0.131,0.872,-0.565,1.367,0.958,-0.683,-1.39,0.021,1
"4216",-0.438,259.46,0.752,2.823,-3.406,-0.586,-0.115,0.131,-1.999,0.863,-1.125,-0.063,-1.022,0.155,1.291,1
"3525",-0.482,69.64,-0.605,-0.205,0.006,0.963,-1.252,-1.132,0.078,-0.875,0.685,0.897,0.01,0.319,1.377,1
"4989",-1.759,94.49,0.752,-1.023,0.006,-0.439,-0.631,0.552,1.024,0.731,-1.018,-0.063,1.284,1.035,-0.379,1
"3759",-0.966,309.13,-1.058,1.514,-1.005,2.218,-1.407,-2.396,-0.426,0.182,0.632,1.948,0.343,0.55,1.412,1
"6064",0.311,99.73,2.109,-0.041,0.701,-0.882,-0.735,0.973,0.994,0.696,-0.927,-0.579,-1.482,-0.79,-1.656,1
"4787",-0.878,95.53,1.204,0.041,0.259,-1.325,-0.166,1.394,-0.701,1.839,-1.639,-1.395,-0.031,0.734,-1.43,1
"2574",0.928,103.78,0.752,-0.778,0.196,-0.513,0.195,0.552,-0.166,-1.353,0.544,-0.104,0.01,-0.235,1.026,1
"408",0.223,88.91,0.299,0.695,1.27,0.742,-0.321,-0.711,-0.563,-0.886,1.203,0.733,-0.377,0.688,0.512,1
"5259",-1.098,89.03,0.299,-0.941,0.133,0.004,0.505,0.131,0.948,0.401,-0.778,-0.211,0.648,0.711,-0.711,1
"7671",-0.878,88.73,0.299,-0.287,0.259,-1.029,0.299,1.394,1.864,1.809,-1.273,-2.054,-1.378,0.479,-1.42,1
"1964",-1.23,60.2,-0.153,-1.023,0.006,0.152,-0.425,0.131,0.979,-0.621,0.014,0.335,0.501,-0.028,0.657,1
"1983",0.972,75.36,-0.605,-1.187,-0.12,-0.365,0.919,0.131,-0.487,-0.616,0.098,-0.482,1.623,1.335,0.398,1
"3626",-0.173,74.47,-0.605,0.695,1.081,1.111,-0.683,-0.711,-0.518,-0.916,1.195,0.713,0.642,0.134,1.108,1
"3898",0.707,46.43,-1.51,1.759,0.954,2.44,1.332,-2.396,-0.579,0.284,1.454,1.892,1.855,0.132,1.181,1
"726",0.355,88.76,0.299,-0.45,-0.436,-0.956,0.195,0.973,-0.304,-0.281,-0.134,-0.671,-0.057,-2.083,0.135,1
"5603",0.267,79.36,-0.153,-0.368,0.196,0.668,-0.838,-0.711,0.139,-0.708,1.146,0.968,-1.039,0.55,0.216,1
"6549",2.029,89.47,0.299,0.777,1.27,-1.103,0.557,1.394,-1.434,0.136,0.045,-1.467,-0.975,1.104,-0.767,1
"7700",0.663,83.92,-0.605,0.777,1.523,-0.439,0.04,0.552,-0.854,0.462,-0.553,-1.171,-0.837,1.194,-1.118,1
"5845",-0.35,91.56,0.752,-0.123,0.701,-0.66,-0.321,0.552,1.04,0.589,-0.9,-0.364,-0.824,-0.374,-1.507,1
"4883",1.192,79.61,-0.605,0.204,-1.321,-0.734,-0.27,0.973,1.131,2.627,-2.271,-1.426,-0.639,1.266,-1.263,1
"1972",0.884,78.39,-0.153,-0.859,0.196,0.078,0.609,0.131,0.108,-0.779,0.098,-0.017,0.299,1.612,0.195,1
"437",-0.746,179.8,-1.51,0.859,-0.057,1.923,1.384,-1.553,-1.403,-0.103,0.83,1.698,1.737,0.781,1.069,1
"584",0.619,312.94,-1.058,0.45,-0.31,1.48,0.04,-1.975,-0.426,-0.037,0.818,1.754,0.168,-1.021,1.073,1
"2656",-0.526,307.07,-0.153,-0.368,-0.752,0.447,-1.613,-0.711,0.597,-1.17,0.734,0.57,-0.851,-0.905,1.063,1
